<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Gold.Coin.9712,20180221,1519000.00,1519000.00,1485002.00,1493911.00,3749717600,2510,9,D,1504363.00,1485002.00
Gold.Coin.9712,20180219,1530000.00,1540000.00,1503000.00,1504363.00,3414905020,2270,17,D,1528664.00,1532500.00
Gold.Coin.9712,20180218,1520000.00,1549000.00,1508000.00,1528664.00,1819110000,1190,11,D,1561408.00,1529800.00
Gold.Coin.9712,20180217,1575000.00,1575000.00,1524000.00,1561408.00,3138430400,2010,27,D,1591587.00,1525000.00
Gold.Coin.9712,20180214,1610000.00,1610000.00,1586500.00,1591587.00,3931220070,2470,17,D,1596385.00,1587500.00
Gold.Coin.9712,20180213,1595000.00,1605000.00,1590000.00,1596385.00,3943069990,2470,26,D,1568061.00,1605000.00
Gold.Coin.9712,20180212,1555000.00,1574000.00,1555000.00,1568061.00,7730539990,4930,41,D,1545513.00,1562000.00
Gold.Coin.9712,20180210,1536000.00,1550000.00,1535900.00,1545513.00,5022918570,3250,10,D,1533623.00,1550000.00
Gold.Coin.9712,20180207,1532000.00,1540000.00,1532000.00,1533623.00,4524187000,2950,13,D,1534570.00,1540000.00
Gold.Coin.9712,20180206,1529000.00,1535000.00,1527000.00,1534570.00,3498820000,2280,12,D,1526822.00,1535000.00
Gold.Coin.9712,20180205,1520001.00,1531000.00,1515000.00,1526822.00,5084316430,3330,26,D,1528002.00,1530000.00
Gold.Coin.9712,20180204,1515000.00,1532000.00,1515000.00,1528002.00,3590804640,2350,40,D,1506900.00,1532000.00
Gold.Coin.9712,20180203,1504800.00,1520000.00,1501466.00,1506900.00,286310980,190,15,D,1495577.00,1505000.00
Gold.Coin.9712,20180131,1499000.00,1499000.00,1490066.00,1495577.00,523451980,350,4,D,1485078.00,1496000.00
Gold.Coin.9712,20180130,1490000.00,1493000.00,1485000.00,1485078.00,3029560000,2040,5,D,1495187.00,1493000.00
Gold.Coin.9712,20180129,1500000.00,1500000.00,1492000.00,1495187.00,119615000,80,7,D,1487418.00,1492000.00
Gold.Coin.9712,20180128,1488000.00,1491000.00,1485000.00,1487418.00,163616000,110,7,D,1487036.00,1488000.00
Gold.Coin.9712,20180127,1498000.00,1502000.00,1470000.00,1487036.00,1130147220,760,36,D,1531194.00,1483000.00
Gold.Coin.9712,20180124,1530000.00,1536000.00,1525555.00,1531194.00,244991100,160,11,D,1538742.00,1530000.00
Gold.Coin.9712,20180123,1540000.00,1547000.00,1530000.00,1538742.00,692434000,450,17,D,1532786.00,1530000.00
Gold.Coin.9712,20180122,1539000.00,1541000.00,1525000.00,1532786.00,1072950020,700,22,D,1530525.00,1530000.00
Gold.Coin.9712,20180121,1529000.00,1535000.00,1525001.00,1530525.00,1882546040,1230,28,D,1516943.00,1525001.00
Gold.Coin.9712,20180120,1518000.00,1528000.00,1501000.00,1516943.00,667454990,440,27,D,1510590.00,1518000.00
Gold.Coin.9712,20180117,1512000.00,1518000.00,1508999.00,1510590.00,664659560,440,23,D,1506933.00,1510000.00
Gold.Coin.9712,20180116,1504000.00,1511000.00,1504000.00,1506933.00,226039990,150,9,D,1502917.00,1511000.00
Gold.Coin.9712,20180115,1500000.00,1503500.00,1500000.00,1502917.00,90175000,60,2,D,1510238.00,1503500.00
Gold.Coin.9712,20180114,1515000.00,1516000.00,1497000.00,1510238.00,317149980,210,15,D,1497113.00,1516000.00
Gold.Coin.9712,20180113,1498000.00,1505000.00,1490000.00,1497113.00,224567000,150,14,D,1496693.00,1490000.00
Gold.Coin.9712,20180110,1485000.00,1508000.00,1484500.00,1496693.00,927949980,620,32,D,1480238.00,1505000.00
Gold.Coin.9712,20180109,1485000.00,1485000.00,1480000.00,1480238.00,310850000,210,3,D,1474476.00,1480000.00
Gold.Coin.9712,20180108,1477000.00,1485000.00,1470005.00,1474476.00,545556210,370,18,D,1478333.00,1485000.00
Gold.Coin.9712,20180107,1476000.00,1480000.00,1476000.00,1478333.00,133050000,90,8,D,1473694.00,1477000.00
Gold.Coin.9712,20180106,1475000.00,1490000.00,1466000.00,1473694.00,530530010,360,18,D,1510363.00,1466000.00
Gold.Coin.9712,20180103,1509500.00,1520000.00,1497000.00,1510363.00,1268705090,840,50,D,1498388.00,1520000.00
Gold.Coin.9712,20180102,1506000.00,1506000.00,1485000.00,1498388.00,734210090,490,35,D,1469399.00,1502000.00
Gold.Coin.9712,20180101,1460000.00,1499000.00,1445000.00,1469399.00,8860473600,6030,47,D,1459559.00,1485000.00
Gold.Coin.9712,20171231,1460000.00,1460000.00,1442200.00,1459559.00,7662683540,5250,24,D,1426188.00,1452002.00
Gold.Coin.9712,20171230,1430500.00,1430900.00,1423001.00,1426188.00,1169474190,820,11,D,1412593.00,1428000.00
Gold.Coin.9712,20171227,1412000.00,1418000.00,1409000.00,1412593.00,381400000,270,4,D,1409600.00,1418000.00
Gold.Coin.9712,20171226,1408500.00,1410900.00,1408500.00,1409600.00,56384000,40,4,D,1404387.00,1410900.00
Gold.Coin.9712,20171225,1408500.00,1410000.00,1400000.00,1404387.00,323009040,230,12,D,1408500.00,1400001.00
Gold.Coin.9712,20171224,1408500.00,1408500.00,1408500.00,1408500.00,14085000,10,1,D,1404721.00,1408500.00
Gold.Coin.9712,20171223,1402900.00,1406500.00,1402000.00,1404721.00,1123777000,800,12,D,1401409.00,1406000.00
Gold.Coin.9712,20171220,1403000.00,1403900.00,1398000.00,1401409.00,154155000,110,8,D,1407500.00,1402900.00
Gold.Coin.9712,20171219,1407000.00,1410000.00,1406001.00,1407500.00,84450020,60,6,D,1402378.00,1406001.00
Gold.Coin.9712,20171218,1399500.00,1405800.00,1398000.00,1402378.00,1556640000,1110,11,D,1400433.00,1405000.00
Gold.Coin.9712,20171217,1413900.00,1413900.00,1397000.00,1400433.00,308095180,220,11,D,1418329.00,1397000.00
Gold.Coin.9712,20171216,1425000.00,1425000.00,1414000.00,1418329.00,2623909000,1850,14,D,1419151.00,1424900.00
Gold.Coin.9712,20171213,1415000.00,1427500.00,1415000.00,1419151.00,12488525000,8800,9,D,1422881.00,1427500.00
Gold.Coin.9712,20171212,1410003.00,1429500.00,1410003.00,1422881.00,611839030,430,16,D,1423552.00,1424000.00
Gold.Coin.9712,20171211,1410000.00,1427000.00,1410000.00,1423552.00,412830000,290,13,D,1423374.00,1415000.00
Gold.Coin.9712,20171210,1408001.00,1435000.00,1408001.00,1423374.00,797089310,560,13,D,1407335.00,1415000.00
Gold.Coin.9712,20171209,1413899.00,1413899.00,1401877.00,1407335.00,1308821520,930,12,D,1446385.00,1408000.00
Gold.Coin.9712,20171205,1450000.00,1453900.00,1437000.00,1446385.00,1142644220,790,17,D,1406985.00,1437000.00
Gold.Coin.9712,20171204,1400000.00,1414000.00,1400000.00,1406985.00,956750000,680,10,D,1398272.00,1412000.00
Gold.Coin.9712,20171203,1400000.00,1404900.00,1394003.00,1398272.00,195758150,140,13,D,1393481.00,1404900.00
Gold.Coin.9712,20171202,1391000.00,1397500.00,1383002.00,1393481.00,376240020,270,9,D,1371902.00,1395000.00
Gold.Coin.9712,20171129,1374499.00,1377000.00,1370900.00,1371902.00,439008770,320,5,D,1373530.00,1374900.00
Gold.Coin.9712,20171128,1368001.00,1381500.00,1366000.00,1373530.00,1043883020,760,20,D,1367120.00,1377000.00
Gold.Coin.9712,20171126,1390000.00,1390000.00,1350000.00,1367120.00,2515500540,1840,39,D,1393241.00,1368000.00
Gold.Coin.9712,20171125,1377500.00,1400000.00,1377500.00,1393241.00,1128525000,810,33,D,1418427.00,1388000.00
Gold.Coin.9712,20171122,1370000.00,1463000.00,1370000.00,1418427.00,2411326720,1700,43,D,1429547.00,1443000.00
Gold.Coin.9712,20171121,1438000.00,1438100.00,1423500.00,1429547.00,814842030,570,19,D,1438528.00,1423500.00
Gold.Coin.9712,20171120,1418000.00,1450000.00,1415000.00,1438528.00,517870000,360,17,D,1420842.00,1450000.00
Gold.Coin.9712,20171118,1412998.00,1424000.00,1410003.00,1420842.00,1349800160,950,31,D,1406254.00,1420000.00
Gold.Coin.9712,20171115,1405000.00,1411999.00,1402000.00,1406254.00,759377150,540,17,D,1404868.00,1411999.00
Gold.Coin.9712,20171114,1400000.00,1415000.00,1400000.00,1404868.00,1376770300,980,20,D,1382800.00,1400000.00
Gold.Coin.9712,20171113,1382000.00,1395000.00,1371000.00,1382800.00,954131800,690,18,D,1360763.00,1395000.00
Gold.Coin.9712,20171112,1359800.00,1362500.00,1359800.00,1360763.00,81645800,60,3,D,1357873.00,1362500.00
Gold.Coin.9712,20171111,1360000.00,1369999.00,1356001.00,1357873.00,964089530,710,16,D,1354561.00,1369999.00
Gold.Coin.9712,20171108,1352990.00,1359000.00,1350500.00,1354561.00,690826000,510,12,D,1352594.00,1350500.00
Gold.Coin.9712,20171107,1351800.00,1353000.00,1351800.00,1352594.00,121733500,90,5,D,1339588.00,1352990.00
Gold.Coin.9712,20171106,1337000.00,1345000.00,1337000.00,1339588.00,455460000,340,9,D,1327446.00,1345000.00
Gold.Coin.9712,20171105,1330000.00,1332900.00,1325000.00,1327446.00,292038100,220,6,D,1327710.00,1332900.00
Gold.Coin.9712,20171104,1334000.00,1334000.00,1326000.00,1327710.00,278819090,210,9,D,1332125.00,1326000.00
Gold.Coin.9712,20171101,1331000.00,1334000.00,1331000.00,1332125.00,106570000,80,3,D,1325833.00,1334000.00
Gold.Coin.9712,20171031,1326000.00,1330999.00,1324000.00,1325833.00,397749990,300,9,D,1318653.00,1326000.00
Gold.Coin.9712,20171030,1300000.00,1332000.00,1295000.00,1318653.00,1331840000,1010,19,D,1317537.00,1325000.00
Gold.Coin.9712,20171029,1317000.00,1332000.00,1317000.00,1317537.00,15151681000,11500,12,D,1312521.00,1332000.00
Gold.Coin.9712,20171028,1316000.00,1320000.00,1308000.00,1312521.00,630009910,480,11,D,1320000.00,1320000.00
Gold.Coin.9712,20171025,1320000.00,1320000.00,1320000.00,1320000.00,79200000,60,3,D,1315933.00,1320000.00
Gold.Coin.9712,20171024,1315000.00,1320000.00,1315000.00,1315933.00,197390000,150,7,D,1306250.00,1320000.00
Gold.Coin.9712,20171023,1303000.00,1310000.00,1303000.00,1306250.00,104500000,80,6,D,1305877.00,1308000.00
Gold.Coin.9712,20171022,1310000.00,1312000.00,1302000.00,1305877.00,861879000,660,20,D,1308347.00,1310000.00
Gold.Coin.9712,20171021,1310000.00,1310000.00,1305000.00,1308347.00,680340490,520,14,D,1315968.00,1305000.00
Gold.Coin.9712,20171018,1317000.00,1319000.00,1314000.00,1315968.00,407950000,310,8,D,1316633.00,1319000.00
Gold.Coin.9712,20171017,1317000.00,1320000.00,1311000.00,1316633.00,4634549000,3520,11,D,1321153.00,1314900.00
Gold.Coin.9712,20171016,1319999.00,1323000.00,1319999.00,1321153.00,171749920,130,3,D,1315176.00,1323000.00
Gold.Coin.9712,20171015,1317500.00,1319000.00,1313000.00,1315176.00,670740000,510,10,D,1319492.00,1319000.00
Gold.Coin.9712,20171014,1318000.00,1322000.00,1315000.00,1319492.00,963229000,730,25,D,1316590.00,1316000.00
Gold.Coin.9712,20171011,1305000.00,1326000.00,1305000.00,1316590.00,1342922000,1020,22,D,1311087.00,1318000.00
Gold.Coin.9712,20171010,1307000.00,1319000.00,1307000.00,1311087.00,812874040,620,25,D,1264939.00,1318900.00
Gold.Coin.9712,20171009,1280000.00,1328999.00,1263000.00,1264939.00,26513118990,20960,22,D,1293250.00,1328999.00
Gold.Coin.9712,20171008,1290000.00,1302000.00,1289000.00,1293250.00,1435507420,1110,26,D,1265658.00,1296900.00
Gold.Coin.9712,20171007,1263001.00,1269900.00,1263001.00,1265658.00,316414510,250,14,D,1258785.00,1268500.00
Gold.Coin.9712,20171004,1256000.00,1261500.00,1255011.00,1258785.00,339872010,270,11,D,1251471.00,1261500.00
Gold.Coin.9712,20171003,1251000.00,1254000.00,1251000.00,1251471.00,87603000,70,5,D,1244509.00,1254000.00
Gold.Coin.9712,20171002,1244500.00,1251500.00,1244500.00,1244509.00,18692525000,15020,3,D,1250033.00,1251500.00
Gold.Coin.9712,20170927,1250000.00,1250100.00,1250000.00,1250033.00,262507000,210,6,D,1257146.00,1250000.00
Gold.Coin.9712,20170926,1259000.00,1260000.00,1255000.00,1257146.00,1206860000,960,16,D,1251000.00,1258000.00
Gold.Coin.9712,20170925,1251000.00,1251000.00,1251000.00,1251000.00,75060000,60,1,D,1250500.00,1251000.00
Gold.Coin.9712,20170924,1250500.00,1250500.00,1250500.00,1250500.00,12567525000,10050,1,D,1248000.00,1250500.00
Gold.Coin.9712,20170923,1248000.00,1248000.00,1248000.00,1248000.00,12480000,10,1,D,1249215.00,1248000.00
Gold.Coin.9712,20170920,1249000.00,1261000.00,1249000.00,1249215.00,12754490000,10210,4,D,1258548.00,1258100.00
Gold.Coin.9712,20170919,1258000.00,1259500.00,1258000.00,1258548.00,264295000,210,3,D,1254429.00,1259500.00
Gold.Coin.9712,20170918,1252000.00,1260000.00,1252000.00,1254429.00,87810000,70,3,D,1259320.00,1260000.00
Gold.Coin.9712,20170917,1260000.00,1260000.00,1256600.00,1259320.00,62966000,50,3,D,1256524.00,1260000.00
Gold.Coin.9712,20170916,1257000.00,1257000.00,1256000.00,1256524.00,263870000,210,3,D,1274821.00,1256000.00
Gold.Coin.9712,20170913,1273000.00,1278000.00,1273000.00,1274821.00,178475000,140,6,D,1262300.00,1278000.00
Gold.Coin.9712,20170912,1257000.00,1267899.00,1257000.00,1262300.00,37868990,30,3,D,1265176.00,1267899.00
Gold.Coin.9712,20170911,1269000.00,1269000.00,1265000.00,1265176.00,366901100,290,5,D,1277890.00,1265001.00
Gold.Coin.9712,20170910,1278100.00,1280000.00,1276000.00,1277890.00,421703560,330,10,D,1265387.00,1276000.00
Gold.Coin.9712,20170906,1262500.00,1271000.00,1260050.00,1265387.00,50615500,40,4,D,1260778.00,1271000.00
Gold.Coin.9712,20170905,1260000.00,1263000.00,1258100.00,1260778.00,516919000,410,10,D,1233551.00,1258100.00
Gold.Coin.9712,20170904,1231000.00,1284000.00,1231000.00,1233551.00,13124979000,10640,16,D,1259342.00,1268000.00
Gold.Coin.9712,20170903,1256000.00,1271000.00,1256000.00,1259342.00,478550000,380,7,D,1244350.00,1271000.00
Gold.Coin.9712,20170902,1240000.00,1250000.00,1240000.00,1244350.00,248870000,200,9,D,1231100.00,1250000.00
Gold.Coin.9712,20170830,1231100.00,1231100.00,1231100.00,1231100.00,123110000,100,1,D,1234682.00,1231100.00
Gold.Coin.9712,20170829,1231001.00,1235050.00,1231001.00,1234682.00,135815010,110,2,D,1229055.00,1235050.00
Gold.Coin.9712,20170828,1229000.00,1229100.00,1229000.00,1229055.00,221230000,180,5,D,1227500.00,1229000.00
Gold.Coin.9712,20170827,1225000.00,1228000.00,1225000.00,1227500.00,73649990,60,6,D,1221001.00,1228000.00
Gold.Coin.9712,20170826,1221001.00,1221001.00,1221001.00,1221001.00,12210010,10,1,D,1217000.00,1221001.00
Gold.Coin.9712,20170823,1217000.00,1217000.00,1217000.00,1217000.00,12170000,10,1,D,1219008.00,1217000.00
Gold.Coin.9712,20170822,1219000.00,1224000.00,1219000.00,1219008.00,12275413000,10070,4,D,1219714.00,1219550.00
Gold.Coin.9712,20170821,1219000.00,1220000.00,1219000.00,1219714.00,170760000,140,6,D,1220000.00,1220000.00
Gold.Coin.9712,20170819,1220000.00,1220000.00,1220000.00,1220000.00,61000000,50,1,D,1220006.00,1220000.00
Gold.Coin.9712,20170815,1220000.00,1223000.00,1217017.00,1220006.00,36600170,30,3,D,1227333.00,1217017.00
Gold.Coin.9712,20170814,1228000.00,1228000.00,1226000.00,1227333.00,36820000,30,2,D,1234000.00,1226000.00
Gold.Coin.9712,20170813,1234000.00,1234000.00,1234000.00,1234000.00,24680000,20,1,D,1230673.00,1234000.00
Gold.Coin.9712,20170812,1230000.00,1239000.00,1230000.00,1230673.00,2165985000,1760,9,D,1227000.00,1235500.00
Gold.Coin.9712,20170809,1227000.00,1227000.00,1227000.00,1227000.00,12270000,10,1,D,1224576.00,1227000.00
Gold.Coin.9712,20170808,1224980.00,1226000.00,1223000.00,1224576.00,269406800,220,4,D,1219335.00,1226000.00
Gold.Coin.9712,20170807,1220002.00,1220002.00,1218001.00,1219335.00,36580040,30,3,D,1224950.00,1218001.00
Gold.Coin.9712,20170806,1224950.00,1224950.00,1224950.00,1224950.00,12249500,10,1,D,1224950.00,1224950.00
Gold.Coin.9712,20170802,1224950.00,1224950.00,1224950.00,1224950.00,12249500,10,1,D,1223286.00,1224950.00
Gold.Coin.9712,20170801,1223000.00,1224000.00,1223000.00,1223286.00,171260000,140,6,D,1219424.00,1224000.00
Gold.Coin.9712,20170731,1220000.00,1224000.00,1218000.00,1219424.00,402410010,330,6,D,1224200.00,1218000.00
Gold.Coin.9712,20170730,1225000.00,1225000.00,1224000.00,1224200.00,61210000,50,2,D,1219005.00,1224000.00
Gold.Coin.9712,20170729,1230000.00,1230000.00,1219000.00,1219005.00,34607540010,28390,4,D,1210000.00,1221000.00
Gold.Coin.9712,20170724,1210000.00,1210000.00,1210000.00,1210000.00,121000000,100,1,D,1210850.00,1210000.00
Gold.Coin.9712,20170723,1213500.00,1215000.00,1210000.00,1210850.00,121085000,100,3,D,1215100.00,1215000.00
Gold.Coin.9712,20170718,1215100.00,1215100.00,1215100.00,1215100.00,12151000,10,1,D,1215200.00,1215100.00
Gold.Coin.9712,20170717,1216000.00,1216000.00,1215000.00,1215200.00,60760000,50,2,D,1216000.00,1215000.00
Gold.Coin.9712,20170716,1216000.00,1216000.00,1216000.00,1216000.00,12160000,10,1,D,1215006.00,1216000.00
Gold.Coin.9712,20170715,1215006.00,1215006.00,1215006.00,1215006.00,12150060,10,1,D,1218500.00,1215006.00
Gold.Coin.9712,20170711,1222000.00,1222000.00,1215001.00,1218500.00,24370010,20,2,D,1219667.00,1215001.00
Gold.Coin.9712,20170709,1220000.00,1220000.00,1219000.00,1219667.00,36590000,30,3,D,1220000.00,1219000.00
Gold.Coin.9712,20170708,1220000.00,1220000.00,1220000.00,1220000.00,24400000,20,1,D,1219001.00,1220000.00
Gold.Coin.9712,20170704,1219001.00,1219001.00,1219001.00,1219001.00,36570030,30,2,D,1220000.00,1219001.00
Gold.Coin.9712,20170703,1220000.00,1220000.00,1220000.00,1220000.00,36600000,30,1,D,1224333.00,1220000.00
Gold.Coin.9712,20170702,1225000.00,1225000.00,1224000.00,1224333.00,36730000,30,3,D,1222500.00,1224000.00
Gold.Coin.9712,20170625,1220000.00,1224999.00,1220000.00,1222500.00,391199900,320,5,D,1210501.00,1224999.00
Gold.Coin.9712,20170621,1210501.00,1210501.00,1210501.00,1210501.00,12105010,10,1,D,1213000.00,1210501.00
Gold.Coin.9712,20170620,1213000.00,1213000.00,1213000.00,1213000.00,109170000,90,1,D,1224000.00,1213000.00
Gold.Coin.9712,20170619,1224000.00,1224000.00,1224000.00,1224000.00,12240000,10,1,D,1209333.00,1224000.00
Gold.Coin.9712,20170617,1210000.00,1210000.00,1208000.00,1209333.00,36280000,30,3,D,1212000.00,1208000.00
Gold.Coin.9712,20170611,1212000.00,1212000.00,1212000.00,1212000.00,24240000,20,2,D,1206091.00,1212000.00
Gold.Coin.9712,20170610,1208000.00,1211000.00,1205000.00,1206091.00,132670000,110,4,D,1215000.00,1211000.00
Gold.Coin.9712,20170606,1215000.00,1215000.00,1215000.00,1215000.00,12150000,10,1,D,1205000.00,1215000.00
Gold.Coin.9712,20170531,1205000.00,1205000.00,1205000.00,1205000.00,48200000,40,4,D,1208424.00,1205000.00
Gold.Coin.9712,20170528,1215000.00,1215000.00,1206000.00,1208424.00,398780000,330,8,D,1220000.00,1206000.00
Gold.Coin.9712,20170527,1220000.00,1220000.00,1220000.00,1220000.00,12200000,10,1,D,1222500.00,1220000.00
Gold.Coin.9712,20170524,1220000.00,1225000.00,1220000.00,1222500.00,24450000,20,2,D,1225500.00,1225000.00
Gold.Coin.9712,20170523,1226000.00,1226000.00,1225000.00,1225500.00,24510000,20,2,D,1228500.00,1225000.00
Gold.Coin.9712,20170522,1229000.00,1229000.00,1227000.00,1228500.00,49140000,40,2,D,1230000.00,1227000.00
Gold.Coin.9712,20170521,1230000.00,1230000.00,1230000.00,1230000.00,36900000,30,2,D,1227000.00,1230000.00
Gold.Coin.9712,20170520,1227000.00,1227000.00,1227000.00,1227000.00,24540000,20,1,D,1227002.00,1227000.00
Gold.Coin.9712,20170517,1225005.00,1229000.00,1225005.00,1227002.00,36810050,30,3,D,1222222.00,1227000.00
Gold.Coin.9712,20170516,1220000.00,1225000.00,1220000.00,1222222.00,220000000,180,7,D,1221000.00,1220000.00
Gold.Coin.9712,20170515,1222000.00,1222000.00,1220000.00,1221000.00,244200000,200,5,D,1222000.00,1222000.00
Gold.Coin.9712,20170514,1222000.00,1222000.00,1222000.00,1222000.00,12220000,10,1,D,1220000.00,1222000.00
Gold.Coin.9712,20170510,1220000.00,1220000.00,1220000.00,1220000.00,12200000,10,1,D,1222500.00,1220000.00
Gold.Coin.9712,20170509,1223000.00,1223000.00,1220000.00,1222500.00,73350000,60,3,D,1220000.00,1223000.00
Gold.Coin.9712,20170508,1220000.00,1220000.00,1220000.00,1220000.00,134200000,110,3,D,1220000.00,1220000.00
Gold.Coin.9712,20170506,1220000.00,1220000.00,1220000.00,1220000.00,12200000,10,1,D,1220500.00,1220000.00
Gold.Coin.9712,20170503,1220000.00,1221000.00,1220000.00,1220500.00,122050000,100,4,D,1221143.00,1221000.00
Gold.Coin.9712,20170502,1221000.00,1222000.00,1221000.00,1221143.00,85480000,70,3,D,1222429.00,1221000.00
Gold.Coin.9712,20170501,1220000.00,1224000.00,1220000.00,1222429.00,85570000,70,7,D,1225000.00,1221000.00
Gold.Coin.9712,20170430,1224001.00,1227000.00,1224001.00,1225000.00,73500020,60,6,D,1223750.00,1225000.00
Gold.Coin.9712,20170429,1222000.00,1225000.00,1222000.00,1223750.00,48950000,40,3,D,1225000.00,1225000.00
Gold.Coin.9712,20170426,1225000.00,1225000.00,1225000.00,1225000.00,12250000,10,1,D,1225000.00,1225000.00
Gold.Coin.9712,20170424,1225000.00,1225000.00,1225000.00,1225000.00,12250000,10,1,D,1230000.00,1225000.00
Gold.Coin.9712,20170418,1230000.00,1230000.00,1230000.00,1230000.00,86100000,70,3,D,1230375.00,1230000.00
Gold.Coin.9712,20170417,1229000.00,1233000.00,1229000.00,1230375.00,196860000,160,9,D,1230000.00,1230000.00
Gold.Coin.9712,20170416,1230000.00,1230000.00,1230000.00,1230000.00,61500000,50,3,D,1230000.00,1230000.00
Gold.Coin.9712,20170415,1230000.00,1230000.00,1230000.00,1230000.00,49200000,40,4,D,1206310.00,1230000.00
Gold.Coin.9712,20170412,1209100.00,1209100.00,1204000.00,1206310.00,120631000,100,9,D,1215000.00,1204000.00
Gold.Coin.9712,20170409,1215000.00,1215000.00,1215000.00,1215000.00,12150000,10,1,D,1205000.00,1215000.00
Gold.Coin.9712,20170408,1205000.00,1205000.00,1205000.00,1205000.00,12050000,10,1,D,1210000.00,1205000.00
Gold.Coin.9712,20170405,1210000.00,1210000.00,1210000.00,1210000.00,12100000,10,1,D,1205000.00,1210000.00
Gold.Coin.9712,20170404,1200000.00,1210000.00,1200000.00,1205000.00,24100000,20,2,D,1200000.00,1210000.00
Gold.Coin.9712,20170403,1200000.00,1200000.00,1200000.00,1200000.00,12000000,10,1,D,1200000.00,1200000.00
Gold.Coin.9712,20170318,1200000.00,1200000.00,1200000.00,1200000.00,1944000000,1620,1,D,1209000.00,1200000.00
Gold.Coin.9712,20170315,1209000.00,1209000.00,1209000.00,1209000.00,12090000,10,1,D,1212500.00,1209000.00
Gold.Coin.9712,20170314,1215000.00,1215000.00,1210000.00,1212500.00,24250000,20,2,D,1214500.00,1210000.00
Gold.Coin.9712,20170313,1215000.00,1215000.00,1214000.00,1214500.00,48580000,40,2,D,1192500.00,1214000.00
Gold.Coin.9712,20170312,1192000.00,1194000.00,1192000.00,1192500.00,47700000,40,2,D,1205000.00,1194000.00
Gold.Coin.9712,20170308,1205000.00,1205000.00,1205000.00,1205000.00,12050000,10,1,D,1207000.00,1205000.00
Gold.Coin.9712,20170307,1203000.00,1208000.00,1203000.00,1207000.00,120700000,100,6,D,1203400.00,1208000.00
Gold.Coin.9712,20170306,1205000.00,1205000.00,1202500.00,1203400.00,60170000,50,4,D,1200500.00,1202500.00
Gold.Coin.9712,20170305,1201000.00,1201000.00,1200000.00,1200500.00,24010000,20,2,D,1200500.00,1200000.00
Gold.Coin.9712,20170304,1201000.00,1201000.00,1200000.00,1200500.00,96040000,80,2,D,1202500.00,1200000.00
Gold.Coin.9712,20170228,1203000.00,1203000.00,1202000.00,1202500.00,96200000,80,2,D,1215001.00,1202000.00
Gold.Coin.9712,20170227,1215001.00,1215001.00,1215000.00,1215001.00,36450020,30,2,D,1210375.00,1215000.00
Gold.Coin.9712,20170226,1209000.00,1215000.00,1209000.00,1210375.00,193660000,160,5,D,1210000.00,1215000.00
Gold.Coin.9712,20170225,1207000.00,1215000.00,1207000.00,1210000.00,169400000,140,4,D,1190000.00,1215000.00
Gold.Coin.9712,20170222,1190000.00,1190000.00,1190000.00,1190000.00,59500000,50,1,D,1191500.00,1190000.00
Gold.Coin.9712,20170221,1191000.00,1192000.00,1191000.00,1191500.00,71490000,60,2,D,1193500.00,1192000.00
Gold.Coin.9712,20170220,1193000.00,1194000.00,1193000.00,1193500.00,119350000,100,2,D,1198000.00,1194000.00
Gold.Coin.9712,20170219,1198000.00,1198000.00,1198000.00,1198000.00,59900000,50,2,D,1193500.00,1198000.00
Gold.Coin.9712,20170218,1193000.00,1194000.00,1193000.00,1193500.00,95480000,80,2,D,1200000.00,1194000.00
Gold.Coin.9712,20170215,1200000.00,1200000.00,1200000.00,1200000.00,36000000,30,1,D,1183500.00,1200000.00
Gold.Coin.9712,20170214,1184000.00,1184000.00,1183000.00,1183500.00,71010000,60,2,D,1201500.00,1183000.00
Gold.Coin.9712,20170212,1201000.00,1202000.00,1201000.00,1201500.00,96120000,80,2,D,1206667.00,1202000.00
Gold.Coin.9712,20170211,1198001.00,1211000.00,1198001.00,1206667.00,72400000,60,4,D,1207500.00,1211000.00
Gold.Coin.9712,20170208,1207000.00,1208000.00,1207000.00,1207500.00,96600000,80,2,D,1211579.00,1208000.00
Gold.Coin.9712,20170207,1205100.00,1214000.00,1202000.00,1211579.00,169621000,140,5,D,1201735.00,1210000.00
Gold.Coin.9712,20170206,1202000.00,1202000.00,1200501.00,1201735.00,204295010,170,4,D,1199422.00,1200501.00
Gold.Coin.9712,20170205,1197000.00,1205000.00,1197000.00,1199422.00,383814940,320,10,D,1189895.00,1205000.00
Gold.Coin.9712,20170204,1190000.00,1190000.00,1188000.00,1189895.00,226079970,190,9,D,1189909.00,1190000.00
Gold.Coin.9712,20170201,1184000.00,1191000.00,1184000.00,1189909.00,130890000,110,3,D,1171500.00,1191000.00
Gold.Coin.9712,20170131,1172000.00,1172000.00,1171000.00,1171500.00,117150000,100,2,D,1174500.00,1171000.00
Gold.Coin.9712,20170130,1174000.00,1175000.00,1174000.00,1174500.00,93960000,80,2,D,1171500.00,1175000.00
Gold.Coin.9712,20170129,1172000.00,1172000.00,1171000.00,1171500.00,70290000,60,2,D,1174688.00,1171000.00
Gold.Coin.9712,20170128,1177000.00,1178000.00,1170001.00,1174688.00,187950050,160,7,D,1180179.00,1170001.00
Gold.Coin.9712,20170125,1182500.00,1182500.00,1178000.00,1180179.00,165225000,140,4,D,1185000.00,1178000.00
